county,name,address,lat,lon
Douglas,CSU Extension Office,410 Fairgrounds Road Castle Rock CO 80104,39.36298,-104.85666
Douglas,Highlands Ranch Sheriff Substation,9250 Zotos Dr Highlands Ranch CO 80129,39.54831,-104.99685
Douglas,Lone Tree Motor Vehicle Park Meadows Center,9350 Heritage Hills Circle Lone Tree CO 80124,39.537,-104.88081
Douglas,Parker Town Hall,20120 Mainstreet Parker CO 80138,39.51726,-104.75332
