county,name,address,lat,lon
Weld,Ft Lupton Recreation Center,203 S Harrison Ave Ft Lupton CO 80621,40.0786,-104.80707
Weld,Southwest Weld Office (Del Camino),4209 County Road 24 1/2 Longmont CO 80504,40.1698,-104.97581
Weld,Weld County Training Center,1104 H Street Greeley CO 80631,40.44374,-104.69728
