county,name,address,lat,lon
Larimer,Estes Valley Community Center,660 Community Dr Estes Park CO 80517,40.36918,-105.49899
Larimer,Larimer County Courthouse,200 W Oak St 1st Floor Fort Collins CO 80521,40.58643,-105.0795
Larimer,Loveland Police and Courts Bldg,810 E 10th St Loveland CO 80537,40.40095,-105.06666
