idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
315,-105.61525,38.28386,0.55938,0.0,0.52223,0.4729,0.0,0.59744,0.0,0.42235,0.50579,0.00061,0.14007,0.53685,0.33044,0.33683
1962,-105.12095,38.3914,0.48295,0.9933,0.79537,0.82369,0.79537,0.92387,0.74878,0.74878,0.84562,0.79781,0.92174,0.6623,0.80251,0.79896
2761,-105.2398,38.44218,0.27132,0.9997,0.0,0.9866,0.8718,0.20432,0.82521,0.82521,0.92205,0.87424,1.0,0.7701,0.73038,0.71816
