county,name,address,lat,lon
Mesa,Canyon West Worship Center,456 Kokopelli Drive Suite G Fruita CO 81521,39.15276,-108.73402
Mesa,Mesa County Central Services,200 S Spruce St Grand Junction CO 81501,39.06601,-108.57146
Mesa,Peach Tree Shopping Center,3225 I-70 Business Loop Unit B5 Clifton CO 81520,39.08927,-108.45301
