,osm_id,code,fclass,name,lon,lat
0,5975223897,2001,police,Avon Police Department,-106.5215,39.63971
1,5975223898,2002,fire_station,Eagle River Station 7,-106.52168,39.63967
2,358945391,2005,post_office,Redcliff Post Office,-106.36808,39.51221
3,2019985053,2099,public_building,Tigiwon Community Center,-106.42056,39.52323
4,6526448363,2005,post_office,The UPS Store,-106.41745,39.63147
5,1164597196,2002,fire_station,Town of Eagle Fire Department,-106.82328,39.65466
6,1164597875,2002,fire_station,Western Eagle County Ambulance District Station,-106.82947,39.66227
7,1164597895,2001,police,"Sheriff, Jail, and Courthouse",-106.8178,39.66409
8,1573139770,2002,fire_station,,-106.916,39.63993
9,1573159983,2005,post_office,United States Postal Service,-106.94782,39.64572
10,1573159984,2002,fire_station,Gypsum Fire/Rescue,-106.95228,39.64339
11,1573199264,2008,town_hall,Town Of Gypsum,-106.94782,39.6408
12,2131462673,2007,library,,-106.82745,39.65065
13,2131463114,2008,town_hall,Eagle County Building,-106.82742,39.65169
14,6531938237,2001,police,,-106.37552,39.64054
15,6561480646,2009,courthouse,Vail Municipal Court,-106.37991,39.64387
16,6561480651,2001,police,Vail Police Department,-106.38033,39.64395
