county,name,address,lat,lon
Jefferson,Arvada Motor Vehicle,6510 Wadsworth Blvd 320 Arvada CO 80003,39.81463,-105.07917
Jefferson,Edgewater City Hall,1800 Harlan St Edgewater CO 80214,39.74574,-105.0625
Jefferson,Evergreen Motor Vehicle,4990 County Hwy 73 Evergreen CO 80439,39.62587,-105.32396
Jefferson,Jeffco Elections Division,3500 Illinois St Suite 1100 Golden CO 80401,39.73357,-105.21134
Jefferson,Jeffco Public Health,645 Parfet St Lakewood CO 80215,39.72719,-105.12064
Jefferson,South Jeffco Service Center,11139 Bradford Rd Littleton CO 80127,39.56932,-105.12233
