county,name,address,lat,lon
Adams,Adams County Economic Development,12200 N. Pecos St. Westminster CO 80234,39.9189,-105.00399
Adams,Adams County Government Center,4430 S. Adams County Pkwy. (west entrance) Brighton CO 80601,39.92361,-104.81272
Adams,Bennett Motor Vehicle,355 S. First St.  Bennett CO 80102,39.75223,-104.43399
Adams,Commerce City Sheriff Substation,4201 E. 72nd Ave. (south side) Commerce City CO 80022,39.82816,-104.93847
Adams,Moorhead Recreation Center,2390 Havana St. Aurora CO 80010,39.75204,-104.86548
Adams,Westminster Motor Vehicle,8452 N. Federal Blvd. Westminster CO 80031,39.85058,-105.02455
